GEO_ID,COUNTY,TOTAL,TOTALurban,TOTALinsideurbanizedareas,TOTALurbanclusters,TOTALrural,STATE
30077,Powell,7027,3217,0,3217,3810,Montana
22101,St. Mary Parish,54650,47524,0,47524,7126,Louisiana
48487,Wilbarger,13535,10572,0,10572,2963,Texas
37023,Burke,90912,52136,52136,0,38776,NorthCarolina
17119,Madison,269282,233358,218067,15291,35924,Illinois
56019,Johnson,8569,4368,0,4368,4201,Wyoming
27135,Roseau,15629,2763,0,2763,12866,Minnesota
48169,Garza,6461,5018,0,5018,1443,Texas
53047,Okanogan,41120,8229,0,8229,32891,Washington
48453,Travis,1024266,968305,953643,14662,55961,Texas
21209,Scott,47173,31859,1095,30764,15314,Kentucky
27081,Lincoln,5896,0,0,0,5896,Minnesota
20181,Sherman,6010,4553,0,4553,1457,Kansas
51183,Sussex,12087,0,0,0,12087,Virginia
29009,Barry,35597,9517,0,9517,26080,Missouri
20015,Butler,65880,39216,11492,27724,26664,Kansas
21113,Jessamine,48586,36003,2437,33566,12583,Kentucky
72055,Gu?nica Municipio,19427,17240,17240,0,2187,PuertoRico
1085,Lowndes,11299,0,0,0,11299,Alabama
19135,Monroe,7970,3573,0,3573,4397,Iowa
48235,Irion,1599,0,0,0,1599,Texas
13269,Taylor,8906,0,0,0,8906,Georgia
48113,Dallas,2368139,2351839,2351839,0,16300,Texas
51029,Buckingham,17146,0,0,0,17146,Virginia
31157,Scotts Bluff,36970,25946,0,25946,11024,Nebraska
35043,Sandoval,131561,109119,106552,2567,22442,NewMexico
20007,Barber,4861,0,0,0,4861,Kansas
17117,Macoupin,47765,19816,0,19816,27949,Illinois
55017,Chippewa,62415,33615,26826,6789,28800,Wisconsin
28113,Pike,40404,16388,0,16388,24016,Mississippi
47137,Pickett,5077,0,0,0,5077,Tennessee
49007,Carbon,21403,14187,0,14187,7216,Utah
49027,Millard,12503,3258,0,3258,9245,Utah
36123,Yates,25348,7294,0,7294,18054,NewYork
21043,Carter,27720,5716,0,5716,22004,Kentucky
28111,Perry,12250,0,0,0,12250,Mississippi
17007,Boone,54165,43677,43677,0,10488,Illinois
48389,Reeves,13783,11785,0,11785,1998,Texas
48241,Jasper,35710,7790,0,7790,27920,Texas
41053,Polk,75403,60378,26026,34352,15025,Oregon
54005,Boone,24629,4579,0,4579,20050,WestVirginia
37151,Randolph,141752,62027,21284,40743,79725,NorthCarolina
26017,Bay,107771,75104,75104,0,32667,Michigan
26051,Gladwin,25692,2934,0,2934,22758,Michigan
55077,Marquette,15404,0,0,0,15404,Wisconsin
13267,Tattnall,25520,8106,0,8106,17414,Georgia
16011,Bingham,45607,20053,0,20053,25554,Idaho
21067,Fayette,295803,286731,286731,0,9072,Kentucky
55039,Fond du Lac,101633,65930,54569,11361,35703,Wisconsin
12023,Columbia,67531,25623,0,25623,41908,Florida
24035,Queen Anne's,47798,21754,12315,9439,26044,Maryland
40151,Woods,8878,5620,0,5620,3258,Oklahoma
72011,A?asco Municipio,29261,25576,25576,0,3685,PuertoRico
25005,Bristol,548285,494365,494365,0,53920,Massachusetts
72101,Morovis Municipio,32610,29002,29002,0,3608,PuertoRico
34029,Ocean,576567,559856,531911,27945,16711,NewJersey
36065,Oneida,234878,157406,115984,41422,77472,NewYork
26153,Schoolcraft,8485,3482,0,3482,5003,Michigan
32005,Douglas,46997,32168,4726,27442,14829,Nevada
18063,Hendricks,145448,119490,119490,0,25958,Indiana
27019,Carver,91042,73901,55482,18419,17141,Minnesota
39153,Summit,541781,520778,520778,0,21003,Ohio
22119,Webster Parish,41207,19350,0,19350,21857,Louisiana
39027,Clinton,42040,19070,0,19070,22970,Ohio
30065,Musselshell,4538,0,0,0,4538,Montana
37087,Haywood,59036,26306,26306,0,32730,NorthCarolina
38067,Pembina,7413,0,0,0,7413,NorthDakota
49023,Juab,10246,5792,0,5792,4454,Utah
51197,Wythe,29235,7212,0,7212,22023,Virginia
8117,Summit,27994,22530,0,22530,5464,Colorado
45025,Chesterfield,46734,12260,0,12260,34474,SouthCarolina
29197,Schuyler,4431,0,0,0,4431,Missouri
17067,Hancock,19104,5545,0,5545,13559,Illinois
31101,Keith,8368,4424,0,4424,3944,Nebraska
47069,Hardeman,27253,5394,0,5394,21859,Tennessee
54093,Tucker,7141,0,0,0,7141,WestVirginia
20013,Brown,9984,3151,0,3151,6833,Kansas
1055,Etowah,104430,65286,64141,1145,39144,Alabama
24037,St. Mary's,105151,52136,40344,11792,53015,Maryland
48423,Smith,209714,143428,130238,13190,66286,Texas
30071,Phillips,4253,0,0,0,4253,Montana
51590,Danville city,43055,41111,0,41111,1944,Virginia
72021,Bayam?n Municipio,208116,208092,208092,0,24,PuertoRico
28045,Hancock,43929,25233,17378,7855,18696,Mississippi
17161,Rock Island,147546,131434,131434,0,16112,Illinois
48251,Johnson,150934,93769,44338,49431,57165,Texas
51155,Pulaski,34872,18516,2450,16066,16356,Virginia
12009,Brevard,543376,515803,515803,0,27573,Florida
48379,Rains,10914,739,0,739,10175,Texas
20121,Miami,32787,16082,0,16082,16705,Kansas
51685,Manassas Park city,14273,14273,14273,0,0,Virginia
72131,San Sebasti?n Municipio,42430,36864,36864,0,5566,PuertoRico
19025,Calhoun,9670,0,0,0,9670,Iowa
48261,Kenedy,416,0,0,0,416,Texas
31009,Blaine,478,0,0,0,478,Nebraska
19003,Adams,4029,0,0,0,4029,Iowa
48167,Galveston,291309,273394,229372,44022,17915,Texas
55105,Rock,160331,127597,114781,12816,32734,Wisconsin
51595,Emporia city,5927,5553,0,5553,374,Virginia
26039,Crawford,14074,3858,0,3858,10216,Michigan
48255,Karnes,14824,9133,0,9133,5691,Texas
8093,Park,16206,0,0,0,16206,Colorado
4011,Greenlee,8437,4508,0,4508,3929,Arizona
29135,Moniteau,15607,7382,0,7382,8225,Missouri
26137,Otsego,24164,8298,0,8298,15866,Michigan
26079,Kalkaska,17153,2668,0,2668,14485,Michigan
27067,Kandiyohi,42239,23432,0,23432,18807,Minnesota
20051,Ellis,28452,21180,0,21180,7272,Kansas
36001,Albany,304204,274708,269636,5072,29496,NewYork
51175,Southampton,18570,378,0,378,18192,Virginia
39101,Marion,66501,46384,0,46384,20117,Ohio
13013,Barrow,69367,48514,11577,36937,20853,Georgia
13239,Quitman,2513,676,0,676,1837,Georgia
31181,Webster,3812,0,0,0,3812,Nebraska
29085,Hickory,9627,0,0,0,9627,Missouri
16083,Twin Falls,77230,55613,0,55613,21617,Idaho
26035,Clare,30926,9079,0,9079,21847,Michigan
42059,Greene,38686,12831,0,12831,25855,Pennsylvania
27083,Lyon,25857,13464,0,13464,12393,Minnesota
16073,Owyhee,11526,2617,0,2617,8909,Idaho
16031,Cassia,22952,11129,0,11129,11823,Idaho
35055,Taos,32937,13686,0,13686,19251,NewMexico
20097,Kiowa,2553,0,0,0,2553,Kansas
29227,Worth,2171,0,0,0,2171,Missouri
47107,McMinn,52266,20728,444,20284,31538,Tennessee
56037,Sweetwater,43806,39024,0,39024,4782,Wyoming
39065,Hardin,32058,14305,0,14305,17753,Ohio
49001,Beaver,6629,2882,0,2882,3747,Utah
8065,Lake,7310,5039,0,5039,2271,Colorado
29119,McDonald,23083,2,2,0,23081,Missouri
48295,Lipscomb,3302,0,0,0,3302,Texas
40013,Bryan,42416,16402,0,16402,26014,Oklahoma
48047,Brooks,7223,4929,0,4929,2294,Texas
26159,Van Buren,76258,22222,4366,17856,54036,Michigan
27087,Mahnomen,5413,0,0,0,5413,Minnesota
19055,Delaware,17764,5068,0,5068,12696,Iowa
17101,Lawrence,16833,7067,0,7067,9766,Illinois
72009,Aibonito Municipio,25900,22790,22790,0,3110,PuertoRico
47027,Clay,7861,0,0,0,7861,Tennessee
12109,St. Johns,190039,144860,138238,6622,45179,Florida
48275,Knox,3719,0,0,0,3719,Texas
21079,Garrard,16912,3739,0,3739,13173,Kentucky
38099,Walsh,11119,4219,0,4219,6900,NorthDakota
48131,Duval,11782,3883,0,3883,7899,Texas
36043,Herkimer,64519,31092,1344,29748,33427,NewYork
13291,Union,21356,0,0,0,21356,Georgia
21061,Edmonson,12161,0,0,0,12161,Kentucky
21065,Estill,14672,3503,0,3503,11169,Kentucky
37057,Davidson,162878,85699,85699,0,77179,NorthCarolina
13275,Thomas,44720,24139,0,24139,20581,Georgia
28163,Yazoo,28065,15546,0,15546,12519,Mississippi
48001,Anderson,58458,19254,0,19254,39204,Texas
13207,Monroe,26424,5224,390,4834,21200,Georgia
24047,Worcester,51454,33174,0,33174,18280,Maryland
40061,Haskell,12769,2843,0,2843,9926,Oklahoma
48305,Lynn,5915,2560,0,2560,3355,Texas
19175,Union,12534,7617,0,7617,4917,Iowa
18047,Franklin,23087,2572,0,2572,20515,Indiana
26081,Kent,602622,508159,493736,14423,94463,Michigan
37093,Hoke,46952,26692,26692,0,20260,NorthCarolina
21035,Calloway,37191,19072,0,19072,18119,Kentucky
27015,Brown,25893,16846,0,16846,9047,Minnesota
40079,Le Flore,50384,13656,2105,11551,36728,Oklahoma
17055,Franklin,39561,20342,0,20342,19219,Illinois
55035,Eau Claire,98736,76026,76026,0,22710,Wisconsin
21121,Knox,31883,11821,0,11821,20062,Kentucky
47089,Jefferson,51407,20826,10172,10654,30581,Tennessee
26067,Ionia,63905,25218,0,25218,38687,Michigan
19099,Jasper,36842,15655,0,15655,21187,Iowa
41027,Hood River,22346,10687,0,10687,11659,Oregon
51041,Chesterfield,316236,297487,297487,0,18749,Virginia
1123,Tallapoosa,41616,10726,0,10726,30890,Alabama
55117,Sheboygan,115507,82836,71313,11523,32671,Wisconsin
20165,Rush,3307,0,0,0,3307,Kansas
21097,Harrison,18846,6421,0,6421,12425,Kentucky
56035,Sublette,10247,0,0,0,10247,Wyoming
1005,Barbour,27457,8844,0,8844,18613,Alabama
2130,Ketchikan Gateway Borough,13477,10352,0,10352,3125,Alaska
26127,Oceana,26570,2686,0,2686,23884,Michigan
40017,Canadian,115541,89535,74466,15069,26006,Oklahoma
6105,Trinity,13786,0,0,0,13786,California
29201,Scott,39191,22906,0,22906,16285,Missouri
49019,Grand,9225,6883,0,6883,2342,Utah
45007,Anderson,187126,116157,107277,8880,70969,SouthCarolina
53073,Whatcom,201140,149098,114473,34625,52042,Washington
20171,Scott,4936,3647,0,3647,1289,Kansas
39001,Adams,28550,3133,0,3133,25417,Ohio
5095,Monroe,8149,2528,0,2528,5621,Arkansas
12007,Bradford,28520,6979,0,6979,21541,Florida
48457,Tyler,21766,4760,0,4760,17006,Texas
46071,Jackson,3031,0,0,0,3031,SouthDakota
26083,Keweenaw,2156,0,0,0,2156,Michigan
38035,Grand Forks,66861,55649,52952,2697,11212,NorthDakota
51081,Greensville,12243,1590,0,1590,10653,Virginia
2016,Aleutians West Census Area,5561,0,0,0,5561,Alaska
2068,Denali Borough,1826,0,0,0,1826,Alaska
39087,Lawrence,62450,33775,33775,0,28675,Ohio
20047,Edwards,3037,0,0,0,3037,Kansas
49045,Tooele,58218,47913,0,47913,10305,Utah
13197,Marion,8742,0,0,0,8742,Georgia
37085,Harnett,114678,50549,12294,38255,64129,NorthCarolina
32031,Washoe,421407,403426,392132,11294,17981,Nevada
55045,Green,36842,14657,0,14657,22185,Wisconsin
4023,Santa Cruz,47420,34672,0,34672,12748,Arizona
42051,Fayette,136606,71175,64567,6608,65431,Pennsylvania
39169,Wayne,114520,56114,12644,43470,58406,Ohio
51710,Norfolk city,242803,242803,242803,0,0,Virginia
8039,Elbert,23086,0,0,0,23086,Colorado
30025,Fallon,2890,0,0,0,2890,Montana
13257,Stephens,26175,10846,0,10846,15329,Georgia
39167,Washington,61778,26835,7586,19249,34943,Ohio
36105,Sullivan,77547,20034,0,20034,57513,NewYork
21239,Woodford,24939,15922,0,15922,9017,Kentucky
53011,Clark,425363,366797,359562,7235,58566,Washington
21117,Kenton,159720,148578,148500,78,11142,Kentucky
28029,Copiah,29449,10137,0,10137,19312,Mississippi
1047,Dallas,43820,23821,0,23821,19999,Alabama
17181,Union,17808,6078,0,6078,11730,Illinois
27147,Steele,36576,25394,0,25394,11182,Minnesota
47161,Stewart,13324,0,0,0,13324,Tennessee
30063,Missoula,109299,84896,82157,2739,24403,Montana
6091,Sierra,3240,9,9,0,3231,California
31051,Dixon,6000,0,0,0,6000,Nebraska
36109,Tompkins,101564,57543,53661,3882,44021,NewYork
17015,Carroll,15387,2789,0,2789,12598,Illinois
48479,Webb,250304,243797,235730,8067,6507,Texas
41001,Baker,16134,9518,0,9518,6616,Oregon
49055,Wayne,2778,0,0,0,2778,Utah
36059,Nassau,1339532,1336957,1336957,0,2575,NewYork
39151,Stark,375586,324769,296853,27916,50817,Ohio
53067,Thurston,252264,199317,176617,22700,52947,Washington
2188,Northwest Arctic Borough,7523,3200,0,3200,4323,Alaska
49009,Daggett,1059,0,0,0,1059,Utah
51079,Greene,18403,8973,0,8973,9430,Virginia
12073,Leon,275487,241576,239601,1975,33911,Florida
46027,Clay,13864,10492,0,10492,3372,SouthDakota
37079,Greene,21362,0,0,0,21362,NorthCarolina
18045,Fountain,17240,5870,0,5870,11370,Indiana
21129,Lee,7887,0,0,0,7887,Kentucky
47163,Sullivan,156823,116737,116737,0,40086,Tennessee
55109,St. Croix,84345,39500,276,39224,44845,Wisconsin
45091,York,226073,174178,159734,14444,51895,SouthCarolina
72119,R?o Grande Municipio,54304,52916,52916,0,1388,PuertoRico
20113,McPherson,29180,16488,0,16488,12692,Kansas
19189,Winnebago,10866,3681,0,3681,7185,Iowa
51065,Fluvanna,25691,9528,0,9528,16163,Virginia
72015,Arroyo Municipio,19575,18749,18749,0,826,PuertoRico
2195,Petersburg Census Area,3815,0,0,0,3815,Alaska
20005,Atchison,16924,11144,0,11144,5780,Kansas
72045,Comer?o Municipio,20778,18168,18168,0,2610,PuertoRico
17121,Marion,39437,21668,0,21668,17769,Illinois
48015,Austin,28417,9564,0,9564,18853,Texas
48017,Bailey,7165,5105,0,5105,2060,Texas
2261,Valdez-Cordova Census Area,9636,0,0,0,9636,Alaska
32011,Eureka,1987,0,0,0,1987,Nevada
26105,Mason,28705,10710,0,10710,17995,Michigan
27143,Sibley,15226,0,0,0,15226,Minnesota
18169,Wabash,32888,16449,0,16449,16439,Indiana
23007,Franklin,30768,5231,0,5231,25537,Maine
29041,Chariton,7831,0,0,0,7831,Missouri
39037,Darke,52959,17846,0,17846,35113,Ohio
51103,Lancaster,11391,0,0,0,11391,Virginia
48353,Nolan,15216,10247,0,10247,4969,Texas
13105,Elbert,20166,5925,0,5925,14241,Georgia
4009,Graham,37220,19936,0,19936,17284,Arizona
21203,Rockcastle,17056,2777,0,2777,14279,Kentucky
47007,Bledsoe,12876,0,0,0,12876,Tennessee
48063,Camp,12401,4777,0,4777,7624,Texas
6029,Kern,839631,753938,578366,175572,85693,California
39111,Monroe,14642,344,0,344,14298,Ohio
53035,Kitsap,251133,209089,201151,7938,42044,Washington
48469,Victoria,86793,63683,63683,0,23110,Texas
36003,Allegany,48946,10406,0,10406,38540,NewYork
19193,Woodbury,102172,84336,84336,0,17836,Iowa
21037,Campbell,90336,76518,76518,0,13818,Kentucky
19057,Des Moines,40325,29544,0,29544,10781,Iowa
51127,New Kent,18429,0,0,0,18429,Virginia
19027,Carroll,20816,9984,0,9984,10832,Iowa
12021,Collier,321520,294236,259499,34737,27284,Florida
1087,Macon,21452,9536,0,9536,11916,Alabama
47131,Obion,31807,12219,0,12219,19588,Tennessee
55069,Lincoln,28743,13208,0,13208,15535,Wisconsin
56045,Weston,7208,3277,0,3277,3931,Wyoming
21027,Breckinridge,20059,0,0,0,20059,Kentucky
29161,Phelps,45156,24283,0,24283,20873,Missouri
31115,Loup,632,0,0,0,632,Nebraska
32029,Storey,4010,295,0,295,3715,Nevada
38063,Nelson,3126,0,0,0,3126,NorthDakota
21193,Perry,28712,7444,0,7444,21268,Kentucky
21195,Pike,65024,7934,0,7934,57090,Kentucky
40011,Blaine,11943,5084,0,5084,6859,Oklahoma
13229,Pierce,18758,3873,0,3873,14885,Georgia
26025,Calhoun,136146,93972,77325,16647,42174,Michigan
8047,Gilpin,5441,0,0,0,5441,Colorado
13307,Webster,2799,0,0,0,2799,Georgia
47023,Chester,17131,5954,0,5954,11177,Tennessee
39163,Vinton,13435,0,0,0,13435,Ohio
27111,Otter Tail,57303,15134,0,15134,42169,Minnesota
6071,San Bernardino,2035210,1938853,1792222,146631,96357,California
40083,Logan,41848,18675,10484,8191,23173,Oklahoma
31019,Buffalo,46102,31229,0,31229,14873,Nebraska
17179,Tazewell,135394,107749,104297,3452,27645,Illinois
18057,Hamilton,274569,259096,255632,3464,15473,Indiana
19115,Louisa,11387,0,0,0,11387,Iowa
39171,Williams,37642,13691,0,13691,23951,Ohio
27157,Wabasha,21676,7686,0,7686,13990,Minnesota
6095,Solano,413344,397974,372432,25542,15370,California
22051,Jefferson Parish,432552,427610,424910,2700,4942,Louisiana
13003,Atkinson,8375,0,0,0,8375,Georgia
40087,McClain,34506,7879,306,7573,26627,Oklahoma
13055,Chattooga,26015,11041,0,11041,14974,Georgia
17095,Knox,52919,40049,0,40049,12870,Illinois
16087,Washington,10198,5551,0,5551,4647,Idaho
17051,Fayette,22140,7309,0,7309,14831,Illinois
19031,Cedar,18499,3067,0,3067,15432,Iowa
21115,Johnson,23356,6302,0,6302,17054,Kentucky
15003,Honolulu,953207,944982,916141,28841,8225,Hawaii
53059,Skamania,11066,0,0,0,11066,Washington
54001,Barbour,16589,2700,0,2700,13889,WestVirginia
26077,Kalamazoo,250331,206405,206405,0,43926,Michigan
5085,Lonoke,68356,37724,30904,6820,30632,Arkansas
13093,Dooly,14918,6912,0,6912,8006,Georgia
48303,Lubbock,278831,247224,237356,9868,31607,Texas
47083,Houston,8426,0,0,0,8426,Tennessee
30029,Flathead,90928,44114,0,44114,46814,Montana
35041,Roosevelt,19846,12610,0,12610,7236,NewMexico
21083,Graves,37121,11356,0,11356,25765,Kentucky
28115,Pontotoc,29957,4807,0,4807,25150,Mississippi
26155,Shiawassee,70648,31809,239,31570,38839,Michigan
13293,Upson,27153,14416,0,14416,12737,Georgia
34015,Gloucester,288288,264228,264228,0,24060,NewJersey
39059,Guernsey,40087,15466,0,15466,24621,Ohio
17039,De Witt,16561,8487,0,8487,8074,Illinois
54061,Monongalia,96189,70350,70350,0,25839,WestVirginia
13287,Turner,8930,4489,0,4489,4441,Georgia
46125,Turner,8347,0,0,0,8347,SouthDakota
13077,Coweta,127317,85388,82817,2571,41929,Georgia
55013,Burnett,15457,0,0,0,15457,Wisconsin
45085,Sumter,107456,73107,73107,0,34349,SouthCarolina
31167,Stanton,6129,1625,0,1625,4504,Nebraska
13221,Oglethorpe,14899,111,111,0,14788,Georgia
31017,Brown,3145,0,0,0,3145,Nebraska
28039,George,22578,2636,0,2636,19942,Mississippi
28117,Prentiss,25276,6050,0,6050,19226,Mississippi
51021,Bland,6824,0,0,0,6824,Virginia
29127,Marion,28781,21653,0,21653,7128,Missouri
21017,Bourbon,19985,11042,0,11042,8943,Kentucky
26013,Baraga,8860,0,0,0,8860,Michigan
8121,Washington,4814,0,0,0,4814,Colorado
37053,Currituck,23547,397,0,397,23150,NorthCarolina
30043,Jefferson,11406,0,0,0,11406,Montana
36005,Bronx,1385108,1385069,1385069,0,39,NewYork
20137,Norton,5671,2893,0,2893,2778,Kansas
22099,St. Martin Parish,52160,26304,411,25893,25856,Louisiana
16021,Boundary,10972,2613,0,2613,8359,Idaho
1119,Sumter,13763,0,0,0,13763,Alabama
47159,Smith,19166,3282,0,3282,15884,Tennessee
13135,Gwinnett,805321,801411,801411,0,3910,Georgia
34035,Somerset,323444,304708,304708,0,18736,NewJersey
24041,Talbot,37782,17132,0,17132,20650,Maryland
29051,Cole,75990,53896,53896,0,22094,Missouri
37165,Scotland,36157,18660,0,18660,17497,NorthCarolina
21213,Simpson,17327,9492,0,9492,7835,Kentucky
72054,Florida Municipio,12680,10409,10409,0,2271,PuertoRico
37183,Wake,900993,846020,833188,12832,54973,NorthCarolina
37043,Clay,10587,0,0,0,10587,NorthCarolina
24039,Somerset,26470,14349,239,14110,12121,Maryland
53063,Spokane,471221,406797,387847,18950,64424,Washington
29129,Mercer,3785,0,0,0,3785,Missouri
30047,Lake,28746,4763,0,4763,23983,Montana
40111,Okmulgee,40069,20615,0,20615,19454,Oklahoma
27047,Freeborn,31255,17868,0,17868,13387,Minnesota
42061,Huntingdon,45913,14388,0,14388,31525,Pennsylvania
72069,Humacao Municipio,58466,58184,58184,0,282,PuertoRico
46135,Yankton,22438,14637,0,14637,7801,SouthDakota
37041,Chowan,14793,4790,0,4790,10003,NorthCarolina
51019,Bedford,68676,14812,14077,735,53864,Virginia
23025,Somerset,52228,10197,0,10197,42031,Maine
46107,Potter,2329,0,0,0,2329,SouthDakota
51141,Patrick,18490,0,0,0,18490,Virginia
31055,Douglas,517110,505886,505886,0,11224,Nebraska
13107,Emanuel,22598,7484,0,7484,15114,Georgia
38013,Burke,1968,0,0,0,1968,NorthDakota
26131,Ontonagon,6780,0,0,0,6780,Michigan
13111,Fannin,23682,0,0,0,23682,Georgia
29001,Adair,25607,15914,0,15914,9693,Missouri
40059,Harper,3685,0,0,0,3685,Oklahoma
45035,Dorchester,136555,109950,109950,0,26605,SouthCarolina
13313,Whitfield,102599,72766,72766,0,29833,Georgia
29019,Boone,162642,132088,124748,7340,30554,Missouri
30001,Beaverhead,9246,4609,0,4609,4637,Montana
48091,Comal,108472,58417,53140,5277,50055,Texas
40073,Kingfisher,15034,4144,0,4144,10890,Oklahoma
32009,Esmeralda,783,0,0,0,783,Nevada
8053,Hinsdale,843,0,0,0,843,Colorado
29209,Stone,32202,3643,0,3643,28559,Missouri
5053,Grant,17853,4458,0,4458,13395,Arkansas
49021,Iron,46163,35751,0,35751,10412,Utah
48163,Frio,17217,13398,0,13398,3819,Texas
20175,Seward,22952,20329,0,20329,2623,Kansas
39157,Tuscarawas,92582,54086,0,54086,38496,Ohio
48051,Burleson,17187,4012,0,4012,13175,Texas
40143,Tulsa,603403,574564,568811,5753,28839,Oklahoma
17133,Monroe,32957,19326,9722,9604,13631,Illinois
5083,Logan,22353,6478,0,6478,15875,Arkansas
27167,Wilkin,6576,3279,0,3279,3297,Minnesota
31053,Dodge,36691,27471,0,27471,9220,Nebraska
8085,Montrose,41276,22706,0,22706,18570,Colorado
9007,Middlesex,165676,125019,112598,12421,40657,Connecticut
1003,Baldwin,182265,105205,63649,41556,77060,Alabama
4017,Navajo,107449,49278,0,49278,58171,Arizona
45079,Richland,384504,349628,349628,0,34876,SouthCarolina
51187,Warren,37575,18634,0,18634,18941,Virginia
34011,Cumberland,156898,120769,81951,38818,36129,NewJersey
8045,Garfield,56389,42797,0,42797,13592,Colorado
48059,Callahan,13544,3768,0,3768,9776,Texas
25017,Middlesex,1503085,1457576,1457576,0,45509,Massachusetts
28075,Lauderdale,80261,41531,0,41531,38730,Mississippi
1037,Coosa,11539,0,0,0,11539,Alabama
20109,Logan,2756,0,0,0,2756,Kansas
49047,Uintah,32588,17321,0,17321,15267,Utah
41043,Linn,116672,79759,46809,32950,36913,Oregon
55139,Winnebago,166994,144565,137553,7012,22429,Wisconsin
5079,Lincoln,14134,0,0,0,14134,Arkansas
20017,Chase,2790,0,0,0,2790,Kansas
55057,Juneau,26664,4401,0,4401,22263,Wisconsin
2090,Fairbanks North Star Borough,97581,67457,64513,2944,30124,Alaska
72105,Naranjito Municipio,30402,30402,30402,0,0,PuertoRico
1063,Greene,9045,0,0,0,9045,Alabama
19173,Taylor,6317,0,0,0,6317,Iowa
48289,Leon,16801,0,0,0,16801,Texas
40015,Caddo,29600,5929,0,5929,23671,Oklahoma
13241,Rabun,16276,3372,0,3372,12904,Georgia
51159,Richmond,9254,0,0,0,9254,Virginia
20107,Linn,9656,0,0,0,9656,Kansas
55055,Jefferson,83686,55190,2172,53018,28496,Wisconsin
48449,Titus,32334,15987,0,15987,16347,Texas
30097,Sweet Grass,3651,0,0,0,3651,Montana
37163,Sampson,63431,9538,0,9538,53893,NorthCarolina
36011,Cayuga,80026,35386,0,35386,44640,NewYork
30039,Granite,3079,0,0,0,3079,Montana
48065,Carson,6182,297,0,297,5885,Texas
26033,Chippewa,38520,19669,0,19669,18851,Michigan
48385,Real,3309,0,0,0,3309,Texas
55141,Wood,74749,47329,0,47329,27420,Wisconsin
72109,Patillas Municipio,19277,14345,14345,0,4932,PuertoRico
51089,Henry,54151,21270,0,21270,32881,Virginia
22091,St. Helena Parish,11203,0,0,0,11203,Louisiana
20111,Lyon,33690,24830,0,24830,8860,Kansas
26111,Midland,83629,47852,47852,0,35777,Michigan
42005,Armstrong,68941,22415,8343,14072,46526,Pennsylvania
35023,Hidalgo,4894,0,0,0,4894,NewMexico
13219,Oconee,32808,16300,16300,0,16508,Georgia
28063,Jefferson,7726,0,0,0,7726,Mississippi
22061,Lincoln Parish,46735,27724,0,27724,19011,Louisiana
55125,Vilas,21430,0,0,0,21430,Wisconsin
2013,Aleutians East Borough,3141,0,0,0,3141,Alaska
54085,Ritchie,10449,0,0,0,10449,WestVirginia
38101,Ward,61675,48171,0,48171,13504,NorthDakota
37177,Tyrrell,4407,0,0,0,4407,NorthCarolina
40043,Dewey,4810,0,0,0,4810,Oklahoma
31025,Cass,25241,6826,113,6713,18415,Nebraska
72141,Utuado Municipio,33149,17593,17593,0,15556,PuertoRico
12097,Osceola,268685,247671,216248,31423,21014,Florida
2122,Kenai Peninsula Borough,55400,11447,0,11447,43953,Alaska
37055,Dare,33920,24097,0,24097,9823,NorthCarolina
26133,Osceola,23528,0,0,0,23528,Michigan
72103,Naguabo Municipio,26720,24481,24481,0,2239,PuertoRico
48023,Baylor,3726,0,0,0,3726,Texas
42023,Cameron,5085,2677,0,2677,2408,Pennsylvania
55081,Monroe,44673,18909,0,18909,25764,Wisconsin
18163,Vanderburgh,179703,163229,163229,0,16474,Indiana
37039,Cherokee,27444,0,0,0,27444,NorthCarolina
47115,Marion,28237,6490,0,6490,21747,Tennessee
13247,Rockdale,85215,72490,72490,0,12725,Georgia
5087,Madison,15717,0,0,0,15717,Arkansas
19071,Fremont,7441,0,0,0,7441,Iowa
42079,Luzerne,320918,256783,256783,0,64135,Pennsylvania
42089,Monroe,169842,104701,55261,49440,65141,Pennsylvania
8057,Jackson,1394,0,0,0,1394,Colorado
45015,Berkeley,177843,126351,126351,0,51492,SouthCarolina
49033,Rich,2264,0,0,0,2264,Utah
29023,Butler,42794,20463,0,20463,22331,Missouri
42025,Carbon,65249,34476,17650,16826,30773,Pennsylvania
29169,Pulaski,52274,29257,0,29257,23017,Missouri
37105,Lee,57866,33120,0,33120,24746,NorthCarolina
48147,Fannin,33915,9995,0,9995,23920,Texas
23009,Hancock,54418,5380,0,5380,49038,Maine
39077,Huron,59626,29632,0,29632,29994,Ohio
50019,Orleans,27231,4004,0,4004,23227,Vermont
47129,Morgan,21987,25,25,0,21962,Tennessee
42105,Potter,17457,0,0,0,17457,Pennsylvania
1121,Talladega,82291,36360,4876,31484,45931,Alabama
13035,Butts,23655,5218,0,5218,18437,Georgia
47121,Meigs,11753,0,0,0,11753,Tennessee
51750,Radford city,16408,15927,15927,0,481,Virginia
21233,Webster,13621,0,0,0,13621,Kentucky
21125,Laurel,58849,25398,0,25398,33451,Kentucky
15001,Hawaii,185079,114766,0,114766,70313,Hawaii
56027,Niobrara,2484,0,0,0,2484,Wyoming
42007,Beaver,170539,126493,119566,6927,44046,Pennsylvania
33005,Cheshire,77117,26979,0,26979,50138,NewHampshire
28015,Carroll,10597,0,0,0,10597,Mississippi
20139,Osage,16295,2683,0,2683,13612,Kansas
39025,Clermont,197363,152529,146452,6077,44834,Ohio
39159,Union,52300,26175,3005,23170,26125,Ohio
